Open Time,y_test,y_pred,correct
1636848000000,1,1.0,True
1603584000000,0,0.0,True
1536883200000,0,0.0,True
1605571200000,1,0.5908042192459106,False
1586476800000,0,1.0,False
1520208000000,0,0.0,True
1641859200000,1,1.0,True
1524268800000,1,1.0,True
1605139200000,1,0.588225245475769,False
1573862400000,1,1.0,True
1639180800000,1,0.0,False
1664668800000,0,0.0,True
1574467200000,1,1.0,True
1544918400000,1,1.0,True
1622678400000,1,0.0,False
1586390400000,0,0.0,True
1671753600000,0,0.0,True
1577491200000,1,0.44031813740730286,False
1564617600000,1,0.5479830503463745,False
1532649600000,1,0.0,False
1617235200000,0,1.0,False
1638403200000,0,0.47121211886405945,False
1627084800000,1,0.5976827144622803,False
1539129600000,0,0.4908675253391266,False
1600300800000,0,0.0,True
1533081600000,0,0.4298589825630188,False
1570665600000,0,0.0,True
1659484800000,0,0.0,True
1540857600000,0,0.5549065470695496,False
1524614400000,0,0.0,True
1633824000000,0,0.0,True
1632096000000,0,1.0,False
1527984000000,1,0.0,False
1652140800000,1,1.0,True
1639699200000,0,0.44379574060440063,False
1654819200000,0,0.0,True
1598400000000,1,1.0,True
1577145600000,0,1.0,False
1559347200000,0,0.5648106932640076,False
1665705600000,0,0.5845418572425842,False
1618704000000,0,1.0,False
1652054400000,0,1.0,False
1522368000000,0,0.0,True
1670976000000,1,0.0,False
1577577600000,1,0.4951212704181671,False
1556236800000,1,0.0,False
1616716800000,1,1.0,True
1652572800000,1,0.0,False
1561766400000,0,1.0,False
1607299200000,0,0.5930201411247253,False
1599091200000,0,1.0,False
1521676800000,0,0.0,True
1655683200000,0,0.0,True
1591142400000,1,0.4428192973136902,False
1610841600000,0,1.0,False
1635120000000,1,1.0,True
1644969600000,0,0.0,True
1661385600000,1,0.43141886591911316,False
1608595200000,1,0.5498012900352478,False
1543363200000,1,1.0,True
1526947200000,0,0.0,True
1616457600000,1,1.0,True
1638921600000,0,0.0,True
1629331200000,1,1.0,True
1661126400000,0,0.0,True
1538611200000,1,1.0,True
1541721600000,0,0.5831668376922607,False
1570060800000,0,0.0,True
1579651200000,0,0.0,True
1624838400000,0,0.0,True
1529193600000,0,0.0,True
1653955200000,1,0.0,False
1652659200000,0,0.0,True
1562371200000,1,0.5567029714584351,False
1636329600000,1,1.0,True
1634428800000,1,1.0,True
1527206400000,0,0.4179340600967407,False
1537142400000,0,0.0,True
1541635200000,0,0.5610944628715515,False
1569456000000,0,0.0,True
1588032000000,0,1.0,False
1661644800000,0,1.0,False
1600905600000,1,1.0,True
1620604800000,0,0.0,True
1552953600000,1,0.0,False
1533600000000,0,0.0,True
1670198400000,0,0.0,True
1567814400000,1,1.0,True
1613260800000,1,0.5755042433738708,False
1589587200000,1,1.0,True
1624320000000,1,0.4401603937149048,False
1612483200000,1,1.0,True
1594080000000,0,0.0,True
1579046400000,1,0.0,False
1604534400000,1,1.0,True
1558828800000,1,1.0,True
1667865600000,0,1.0,False
1644624000000,0,0.42890220880508423,False
1554249600000,1,1.0,True
1577232000000,0,1.0,False
1531180800000,0,0.5840225219726562,False
1530835200000,1,0.45695173740386963,False
1660003200000,0,0.0,True
1585094400000,0,0.5065434575080872,False
1633651200000,1,1.0,True
1575676800000,0,0.0,True
1628553600000,0,0.0,True
1555804800000,0,0.5516185760498047,False
1580342400000,1,1.0,True
1552694400000,1,0.0,False
1556755200000,1,0.48256662487983704,False
1523318400000,1,1.0,True
1660089600000,1,0.0,False
1532304000000,1,1.0,True
1526860800000,0,0.4599577784538269,False
1528243200000,1,0.0,False
1645660800000,1,1.0,True
1531267200000,1,0.0,False
1520467200000,0,0.0,True
1628380800000,0,0.5710368752479553,False
1536624000000,0,0.0,True
1669507200000,0,0.0,True
1646784000000,1,0.0,False
1618185600000,0,0.5525683760643005,False
1643846400000,1,1.0,True
1587340800000,0,1.0,False
1543536000000,0,0.0,True
1662076800000,0,0.0,True
1525132800000,0,0.0,True
1590192000000,1,0.5056842565536499,False
1600732800000,1,0.0,False
1627776000000,0,0.0,True
1565049600000,0,1.0,False
1649030400000,1,0.4087783098220825,False
1607558400000,0,0.5508934855461121,False
1595030400000,1,0.4591534733772278,False
1591747200000,1,0.4705430865287781,False
1589328000000,1,1.0,True
1582588800000,0,1.0,False
1583539200000,0,0.5746458768844604,False
1657324800000,0,0.0,True
1641772800000,0,0.0,True
1604275200000,0,1.0,False
1532908800000,0,0.5591142773628235,False
1593302400000,1,1.0,True
1543104000000,1,1.0,True
1588118400000,1,1.0,True
1640649600000,0,0.5478771924972534,False
1592179200000,1,0.0,False
1625702400000,0,0.0,True
1660780800000,0,0.0,True
1575158400000,0,0.0,True
1594512000000,1,1.0,True
1669248000000,0,0.537909746170044,False
1608508800000,0,1.0,False
1568332800000,0,0.0,True
1666742400000,1,1.0,True
1540425600000,0,0.0,True
1523750400000,1,0.5430126190185547,False
1610150400000,0,1.0,False
1641168000000,0,0.0,True
1617494400000,1,1.0,True
1596758400000,0,0.5587764978408813,False
1614643200000,0,0.0,True
1578182400000,1,0.0,False
1537401600000,1,1.0,True
1658880000000,1,0.5936904549598694,False
1564704000000,1,0.5205984115600586,False
1646265600000,0,0.0,True
1533772800000,1,1.0,True
1606348800000,0,1.0,False
1619049600000,0,0.0,True
1542585600000,0,1.0,False
1639353600000,0,0.0,True
1527033600000,0,1.0,False
1649289600000,1,1.0,True
1619913600000,0,1.0,False
1670371200000,0,0.4369034767150879,False
1522972800000,0,0.0,True
1644883200000,1,0.5581997036933899,False
1516579200000,0,0.0,True
1566950400000,0,0.0,True
1651795200000,0,0.0,True
1654560000000,0,0.0,True
1565740800000,0,1.0,False
1628294400000,1,0.5594234466552734,False
1581465600000,1,0.5263614654541016,False
1573689600000,0,0.0,True
1619222400000,0,1.0,False
1588204800000,0,0.0,True
1619481600000,1,0.0,False
1557014400000,0,0.5724720358848572,False
1663891200000,0,0.462116003036499,False
1606176000000,1,0.5510345101356506,False
1630454400000,1,0.0,False
1618790400000,0,1.0,False
1625788800000,1,1.0,True
1584662400000,1,1.0,True
1566172800000,1,1.0,True
1598659200000,0,0.0,True
1636934400000,0,1.0,False
1656288000000,0,0.5074079632759094,False
1613692800000,1,0.5442767143249512,False
1654992000000,0,0.0,True
1632700800000,0,0.0,True
1579392000000,0,0.4381818175315857,False
1660348800000,1,0.0,False
1629849600000,1,0.5394721627235413,False
1571788800000,0,1.0,False
1637280000000,1,1.0,True
1662768000000,1,1.0,True
1641686400000,1,0.571610152721405,False
1668470400000,1,1.0,True
1559865600000,1,0.5115714073181152,False
1668816000000,1,0.4521971046924591,False
1569715200000,0,0.0,True
1541289600000,1,1.0,True
1544832000000,0,0.5581688284873962,False
1637971200000,1,1.0,True
1580169600000,1,0.4687802195549011,False
1589500800000,0,0.0,True
1587513600000,1,0.5669474005699158,False
1565481600000,1,0.4713602662086487,False
1672358400000,0,0.0,True
1559520000000,0,0.5442216992378235,False
1525046400000,0,0.0,True
1537488000000,1,0.0,False
1616976000000,1,0.48484286665916443,False
1518393600000,1,1.0,True
1613433600000,1,1.0,True
1671062400000,0,0.0,True
1652832000000,0,0.0,True
1561852800000,0,0.0,True
1575590400000,1,0.43240341544151306,False
1660608000000,0,0.0,True
1669852800000,0,0.0,True
1629936000000,0,0.47685879468917847,False
1521936000000,0,0.0,True
1644451200000,0,0.0,True
1524960000000,1,0.0,False
1518307200000,0,0.0,True
1669593600000,0,0.0,True
1650067200000,0,0.0,True
1605744000000,1,0.4634484648704529,False
1604966400000,0,1.0,False
1602806400000,0,0.0,True
1667952000000,0,0.4347659945487976,False
1632614400000,1,1.0,True
1597881600000,1,1.0,True
1637798400000,1,1.0,True
1610496000000,1,0.45814406871795654,False
1520899200000,1,1.0,True
1559779200000,1,1.0,True
1603411200000,0,0.0,True
1594944000000,1,0.42217689752578735,False
1624406400000,1,0.4578862488269806,False
1523404800000,1,0.0,False
1576627200000,1,1.0,True
1543795200000,0,1.0,False
1614211200000,0,0.0,True
1548288000000,1,0.4091452956199646,False
1526428800000,0,0.0,True
1562716800000,0,1.0,False
1569369600000,0,0.0,True
1656720000000,0,0.40655961632728577,False
1664582400000,0,0.0,True
1518739200000,1,0.5553429126739502,False
1585440000000,0,0.4386292099952698,False
1527897600000,1,0.0,False
1531094400000,0,1.0,False
1609891200000,1,1.0,True
1662595200000,1,0.4426119923591614,False
1627603200000,1,0.0,False
1560816000000,0,1.0,False
1533340800000,0,0.0,True
1647820800000,0,0.0,True
1646524800000,0,0.0,True
1530057600000,1,1.0,True
1625616000000,0,0.4009822607040405,False
1660867200000,0,0.0,True
1594684800000,1,1.0,True
1662422400000,0,0.0,True
1599696000000,1,1.0,True
1544486400000,0,1.0,False
1646697600000,1,1.0,True
1597017600000,1,1.0,True
1626307200000,0,0.0,True
1531699200000,1,0.4196133017539978,False
1565136000000,1,1.0,True
1553299200000,1,0.0,False
1618531200000,0,0.4012731909751892,False
1567987200000,0,0.5075724124908447,False
1648252800000,1,1.0,True
1605484800000,1,1.0,True
1537315200000,1,0.0,False
1522540800000,0,0.0,True
1544054400000,0,1.0,False
1521417600000,1,1.0,True
1653609600000,0,1.0,False
1567468800000,1,1.0,True
1610323200000,0,0.5957738161087036,False
1595548800000,0,0.0,True
1537574400000,0,1.0,False
1579824000000,1,0.4174150228500366,False
1532736000000,1,0.48722121119499207,False
1590624000000,1,0.0,False
1664496000000,0,0.0,True
1547769600000,0,0.0,True
1627948800000,0,0.4251294732093811,False
1526256000000,0,0.0,True
1667779200000,0,1.0,False
1583971200000,0,1.0,False
1580256000000,0,0.5049497485160828,False
1649721600000,1,1.0,True
1572220800000,0,0.0,True
1520294400000,0,1.0,False
1653868800000,1,0.0,False
1661817600000,0,1.0,False
1662508800000,1,0.5075119137763977,False
1602028800000,1,0.43520665168762207,False
1617926400000,1,0.4168781340122223,False
1669680000000,1,0.0,False
1644796800000,1,1.0,True
1664841600000,1,1.0,True
1524096000000,1,0.0,False
1584230400000,1,1.0,True
1583020800000,1,1.0,True
1518048000000,1,1.0,True
1560556800000,1,0.5346686244010925,False
1611187200000,0,0.0,True
1546992000000,1,1.0,True
1622160000000,0,1.0,False
1582156800000,1,1.0,True
1576713600000,0,0.4431757628917694,False
1604880000000,0,0.43944886326789856,False
1620777600000,0,0.0,True
1554595200000,1,0.5002015829086304,False
1585267200000,0,0.0,True
1543622400000,1,1.0,True
1516838400000,0,0.0,True
1654732800000,0,0.0,True
1590796800000,1,0.0,False
1611100800000,0,0.470435231924057,False
1619136000000,0,0.0,True
1643587200000,1,1.0,True
1527379200000,1,1.0,True
1542412800000,0,0.0,True
1585353600000,0,1.0,False
1547164800000,1,0.5815122723579407,False
1666137600000,0,0.0,True
1627516800000,0,0.0,True
1639526400000,1,1.0,True
1560729600000,1,1.0,True
1552435200000,0,0.0,True
1538697600000,1,1.0,True
1658620800000,1,0.0,False
1542672000000,0,1.0,False
1656633600000,0,0.0,True
1608768000000,1,1.0,True
1617408000000,0,0.0,True
1595376000000,1,0.439666211605072,False
1612915200000,0,0.5078532099723816,False
1602979200000,1,0.0,False
1632960000000,1,1.0,True
1659657600000,1,0.0,False
1626566400000,1,0.0,False
1554681600000,1,0.5496701598167419,False
1552780800000,0,0.4292716681957245,False
1564876800000,1,1.0,True
1535414400000,1,0.0,False
1525392000000,0,0.530703604221344,False
1660521600000,0,0.5935691595077515,False
1550707200000,0,0.0,True
1644364800000,1,0.5608956813812256,False
1597363200000,0,0.42509496212005615,False
1546905600000,0,0.0,True
1589241600000,1,0.5699973106384277,False
1671408000000,0,1.0,False
1656460800000,0,0.0,True
1600041600000,1,0.0,False
1557878400000,1,0.5206907391548157,False
1529366400000,1,0.5959884524345398,False
1623024000000,0,0.0,True
1552003200000,0,0.5217646956443787,False
1625356800000,1,0.47748127579689026,False
1665100800000,0,0.0,True
1521504000000,1,0.0,False
1639872000000,0,0.42071962356567383,False
1647993600000,1,0.5621185302734375,False
1641945600000,1,1.0,True
1583366400000,1,1.0,True
1668124800000,0,0.0,True
1598745600000,1,1.0,True
1548374400000,0,0.0,True
1627430400000,1,1.0,True
1608940800000,1,1.0,True
1622764800000,0,0.0,True
1556064000000,0,0.4569554030895233,False
1533168000000,0,0.43521085381507874,False
1551398400000,1,1.0,True
1650844800000,1,0.5628676414489746,False
1607904000000,1,0.5625260472297668,False
1659744000000,0,0.5773642063140869,False
1641427200000,0,1.0,False
1525737600000,0,0.0,True
1604188800000,0,1.0,False
1630540800000,1,1.0,True
1635292800000,0,0.4413405656814575,False
1554768000000,0,0.48082172870635986,False
1625875200000,0,0.0,True
1636675200000,0,0.579420268535614,False
1545436800000,1,1.0,True
1597622400000,1,0.4578688144683838,False
1628812800000,1,0.0,False
1596067200000,0,0.0,True
1548979200000,1,1.0,True
1570492800000,0,0.0,True
1599782400000,1,0.5519450902938843,False
1654128000000,1,0.5027043223381042,False
1578096000000,1,0.0,False
1623196800000,1,1.0,True
1663459200000,0,0.0,True
1640908800000,0,1.0,False
1603324800000,1,0.47604629397392273,False
1662940800000,1,1.0,True
1537747200000,0,0.0,True
1661990400000,1,1.0,True
1659312000000,0,0.0,True
1649980800000,1,1.0,True
1524700800000,1,1.0,True
1632528000000,0,0.0,True
1529452800000,1,0.0,False
1569974400000,1,0.41164669394493103,False
1589932800000,0,0.5652874112129211,False
1614556800000,1,0.5719202160835266,False
1621382400000,0,0.0,True
1557619200000,0,1.0,False
1565308800000,0,0.0,True
1550275200000,1,0.45833471417427063,False
1604016000000,1,0.48453816771507263,False
1656547200000,0,0.0,True
1516924800000,0,0.0,True
1657152000000,1,0.0,False
1671840000000,1,0.5763362050056458,False
1522454400000,1,1.0,True
1552521600000,1,1.0,True
1610582400000,1,1.0,True
1564099200000,0,0.4741782546043396,False
1521763200000,1,1.0,True
1623456000000,0,0.0,True
1669161600000,1,1.0,True
1549756800000,1,0.0,False
1626048000000,0,0.48882120847702026,False
1539302400000,1,0.0,False
1554163200000,1,0.4371945559978485,False
1573344000000,1,0.0,False
1593043200000,0,0.0,True
1534032000000,1,0.5883883833885193,False
1547942400000,0,0.0,True
1538092800000,0,0.45675644278526306,False
1599177600000,1,0.4657689332962036,False
1518480000000,0,0.0,True
1583798400000,0,0.0,True
1549324800000,1,0.0,False
1644278400000,1,0.5374525189399719,False
1601337600000,1,0.5358018279075623,False
1646438400000,1,0.430538535118103,False
1583625600000,0,0.0,True
1598054400000,1,1.0,True
1582243200000,1,0.0,False
1600128000000,1,0.545461118221283,False
1580947200000,1,0.0,False
1550880000000,1,0.0,False
1592352000000,0,0.0,True
1623628800000,1,0.590884804725647,False
1577923200000,0,0.0,True
1657411200000,0,0.0,True
1663632000000,0,1.0,False
1572739200000,0,0.5054579973220825,False
1623715200000,0,0.0,True
1563753600000,0,0.4246636629104614,False
1616284800000,0,0.5421333909034729,False
1641513600000,0,0.42074280977249146,False
1604620800000,0,0.5108678340911865,False
1528070400000,0,0.0,True
1618358400000,0,0.0,True
1611014400000,0,1.0,False
1603670400000,1,1.0,True
1669075200000,1,1.0,True
1588809600000,1,1.0,True
1645056000000,0,0.0,True
1554336000000,0,0.0,True
1608854400000,1,0.5422419905662537,False
1523923200000,0,0.0,True
1534118400000,0,0.0,True
1609718400000,0,0.5808441638946533,False
1640217600000,1,0.4850398898124695,False
1643155200000,0,0.0,True
1584057600000,1,1.0,True
1634169600000,0,0.417121946811676,False
1560470400000,1,0.5786184668540955,False
1525305600000,1,0.5285313129425049,False
1622505600000,0,0.0,True
1624060800000,0,0.0,True
1550793600000,1,1.0,True
1605225600000,1,1.0,True
1620000000000,1,1.0,True
1575504000000,1,1.0,True
1593907200000,0,0.4670787751674652,False
1633305600000,1,1.0,True
1656028800000,1,0.0,False
1628726400000,0,0.0,True
1553472000000,0,1.0,False
1520553600000,0,0.0,True
1658275200000,0,0.0,True
1576454400000,0,0.0,True
1546214400000,0,0.0,True
1527638400000,0,1.0,False
1613606400000,0,1.0,False
1595721600000,1,0.48393020033836365,False
1649635200000,0,0.0,True
1645488000000,1,1.0,True
1623369600000,1,1.0,True
1628208000000,1,1.0,True
1635033600000,0,0.0,True
1657929600000,1,1.0,True
1568505600000,0,0.0,True
1604793600000,1,1.0,True
1562284800000,0,0.0,True
1616025600000,0,0.47635120153427124,False
1604448000000,1,0.0,False
1615075200000,1,0.0,False
1563580800000,1,0.0,False
1595980800000,1,1.0,True
1579478400000,0,1.0,False
1627344000000,1,0.5661737322807312,False
1644537600000,0,1.0,False
1531008000000,0,0.41554757952690125,False
1632787200000,0,0.5622211694717407,False
1672012800000,1,1.0,True
1532563200000,0,0.0,True
1588377600000,1,0.433821439743042,False
1568592000000,0,0.0,True
