,open,datetime,symbol,type,profit,cost,balance,close_type,BITCOIN_PRICE,cumsum_profit,cumsum_long_profit,cumsum_short_profit,cumsum_trading_cost
0,1590004800000,,,,0.0,0.0,100000.0,,9511.43,0.0,,,0.0
1,1590004800000,2020-05-20 20:00:00,ADAUSDT,long,27626.179433122517,26.66666666666667,127626.17943312251,0,9511.43,27626.179433122517,27626.179433122517,,26.66666666666667
2,1590004800000,2020-05-20 20:00:00,BATUSDT,short,7473.333333333334,26.66666666666667,135099.51276645585,1,9511.43,35099.51276645585,27626.179433122517,7473.333333333334,53.33333333333334
3,1590004800000,2020-05-20 20:00:00,IOTAUSDT,short,7473.333333333334,26.66666666666667,142572.8460997892,1,9511.43,42572.84609978919,27626.179433122517,14946.666666666668,80.00000000000001
4,1591214400000,2020-06-03 20:00:00,ADAUSDT,long,-661.3574791360936,28.514569219957842,141911.4886206531,0,9666.24,41911.488620653094,26964.821953986422,14946.666666666668,108.51456921995785
5,1591214400000,2020-06-03 20:00:00,ONTUSDT,long,-1512.4183564106295,28.514569219957842,140399.07026424247,0,9666.24,40399.070264242466,25452.403597575794,14946.666666666668,137.0291384399157
6,1591214400000,2020-06-03 20:00:00,ETHUSDT,long,-1097.480507314777,28.514569219957842,139301.5897569277,0,9666.24,39301.589756927686,24354.923090261018,14946.666666666668,165.54370765987355
7,1591214400000,2020-06-03 20:00:00,BTCUSDT,short,-21414.44148418834,28.514569219957842,117887.14827273934,-1,9666.24,17887.148272739345,24354.923090261018,-6467.774817521673,194.0582768798314
8,1592424000000,2020-06-17 20:00:00,XRPUSDT,long,-4882.067988328859,23.57742965454787,113005.08028441049,0,9465.14,13005.080284410486,19472.85510193216,-6467.774817521673,217.63570653437927
9,1592424000000,2020-06-17 20:00:00,XTZUSDT,short,-5917.934843291516,23.57742965454787,107087.14544111898,-1,9465.14,7087.14544111897,19472.85510193216,-12385.709660813189,241.21313618892714
10,1592424000000,2020-06-17 20:00:00,LINKUSDT,short,-5917.934843291516,23.57742965454787,101169.21059782746,-1,9465.14,1169.210597827454,19472.85510193216,-18303.644504104705,264.790565843475
11,1592424000000,2020-06-17 20:00:00,IOTAUSDT,short,-5917.934843291516,23.57742965454787,95251.27575453595,-1,9465.14,-4748.724245464062,19472.85510193216,-24221.57934739622,288.3679954980229
12,1593633600000,2020-07-01 20:00:00,TRXUSDT,long,617.7913805369978,12.700170100604794,95869.06713507295,0,9232.0,-4130.932864927064,20090.646482469157,-24221.57934739622,301.0681655986277
13,1593633600000,2020-07-01 20:00:00,ADAUSDT,long,5429.666481022851,12.700170100604794,101298.73361609581,0,9232.0,1298.7336160957875,25520.312963492008,-24221.57934739622,313.76833569923247
14,1593633600000,2020-07-01 20:00:00,XMRUSDT,long,1663.6868353482732,12.700170100604794,102962.42045144408,0,9232.0,2962.4204514440607,27183.999798840283,-24221.57934739622,326.46850579983726
15,1593633600000,2020-07-01 20:00:00,XTZUSDT,short,-4775.263957827403,12.700170100604794,98187.15649361667,-1,9232.0,-1812.8435063833422,27183.999798840283,-28996.84330522362,339.16867590044205
16,1593633600000,2020-07-01 20:00:00,QTUMUSDT,short,-4775.263957827403,12.700170100604794,93411.89253578926,-1,9232.0,-6588.107464210745,27183.999798840283,-33772.107263051024,351.86884600104685
17,1593633600000,2020-07-01 20:00:00,ETCUSDT,short,4749.863617626193,12.700170100604794,98161.75615341545,1,9232.0,-1838.2438465845516,27183.999798840283,-29022.24364542483,364.56901610165164
18,1594843200000,2020-07-15 20:00:00,LINKUSDT,long,-2772.8575334657526,19.632351230683092,95388.8986199497,0,9197.6,-4611.101380050304,24411.142265374532,-29022.24364542483,384.2013673323347
19,1594843200000,2020-07-15 20:00:00,QTUMUSDT,long,465.1170618726111,19.632351230683092,95854.01568182232,0,9197.6,-4145.984318177693,24876.259327247142,-29022.24364542483,403.8337185630178
20,1594843200000,2020-07-15 20:00:00,ONTUSDT,long,-903.1825818269134,19.632351230683092,94950.8330999954,0,9197.6,-5049.166900004607,23973.07674542023,-29022.24364542483,423.46606979370085
21,1594843200000,2020-07-15 20:00:00,BTCUSDT,short,14704.631071781638,19.632351230683092,109655.46417177704,1,9197.6,9655.464171777032,23973.07674542023,-14317.612573643193,443.0984210243839
22,1596052800000,2020-07-29 20:00:00,BTCUSDT,long,2283.094523946349,21.93109283435541,111938.55869572339,0,11100.53,11938.55869572338,26256.171269366576,-14317.612573643193,465.02951385873934
23,1596052800000,2020-07-29 20:00:00,LINKUSDT,short,5460.842115754497,21.93109283435541,117399.40081147788,1,11100.53,17399.400811477877,26256.171269366576,-8856.770457888695,486.96060669309475
24,1596052800000,2020-07-29 20:00:00,ATOMUSDT,short,5460.842115754497,21.93109283435541,122860.24292723238,1,11100.53,22860.242927232375,26256.171269366576,-3395.928342134198,508.89169952745016
25,1596052800000,2020-07-29 20:00:00,XLMUSDT,short,-5504.704301423209,21.93109283435541,117355.53862580917,-1,11100.53,17355.538625809168,26256.171269366576,-8900.632643557406,530.8227923618056
26,1597262400000,2020-08-12 20:00:00,IOTAUSDT,long,-5119.932792926902,23.471107725161836,112235.60583288227,0,11564.33,12235.605832882266,21136.238476439674,-8900.632643557406,554.2939000869674
27,1597262400000,2020-08-12 20:00:00,XLMUSDT,short,-5891.248039015622,23.471107725161836,106344.35779386664,-1,11564.33,6344.357793866643,21136.238476439674,-14791.880682573028,577.7650078121292
28,1597262400000,2020-08-12 20:00:00,ETCUSDT,short,5844.305823565298,23.471107725161836,112188.66361743194,1,11564.33,12188.663617431941,21136.238476439674,-8947.574859007731,601.236115537291
29,1597262400000,2020-08-12 20:00:00,ADAUSDT,short,-5891.248039015622,23.471107725161836,106297.41557841632,-1,11564.33,6297.415578416319,21136.238476439674,-14838.822898023354,624.7072232624528
30,1598472000000,2020-08-26 20:00:00,ATOMUSDT,long,-8071.303594476,17.00758649254661,98226.11198394031,0,11461.43,-1773.8880160596818,13064.934881963673,-14838.822898023354,641.7148097549994
31,1598472000000,2020-08-26 20:00:00,ZECUSDT,long,-4993.942700051422,17.00758649254661,93232.16928388888,0,11461.43,-6767.830716111104,8070.99218191225,-14838.822898023354,658.7223962475459
32,1598472000000,2020-08-26 20:00:00,TRXUSDT,short,-5331.878365413363,17.00758649254661,87900.29091847553,-1,11461.43,-12099.709081524466,8070.99218191225,-20170.701263436717,675.7299827400925
33,1598472000000,2020-08-26 20:00:00,IOTAUSDT,short,-5331.878365413363,17.00758649254661,82568.41255306217,-1,11461.43,-17431.58744693783,8070.99218191225,-25502.57962885008,692.7375692326391
34,1598472000000,2020-08-26 20:00:00,ETHUSDT,short,5297.86319242827,17.00758649254661,87866.27574549043,1,11461.43,-12133.724254509558,8070.99218191225,-20204.716436421808,709.7451557251857
35,1599681600000,2020-09-09 20:00:00,XLMUSDT,long,-1835.0090518606155,11.715503432732058,86031.26669362982,0,10219.2,-13968.733306370174,6235.983130051634,-20204.716436421808,721.4606591579177
36,1599681600000,2020-09-09 20:00:00,ADAUSDT,long,-2463.1698440617483,11.715503432732058,83568.09684956807,0,10219.2,-16431.90315043192,3772.813285989886,-20204.716436421808,733.1761625906497
37,1599681600000,2020-09-09 20:00:00,XMRUSDT,long,673.1373678575349,11.715503432732058,84241.2342174256,0,10219.2,-15758.765782574386,4445.950653847421,-20204.716436421808,744.8916660233817
38,1599681600000,2020-09-09 20:00:00,QTUMUSDT,short,-4405.029290707255,11.715503432732058,79836.20492671835,-1,10219.2,-20163.795073281643,4445.950653847421,-24609.745727129062,756.6071694561138
39,1599681600000,2020-09-09 20:00:00,ATOMUSDT,short,4381.59828384179,11.715503432732058,84217.80321056013,1,10219.2,-15782.196789439851,4445.950653847421,-20228.14744328727,768.3226728888458
40,1599681600000,2020-09-09 20:00:00,LTCUSDT,short,4381.59828384179,11.715503432732058,88599.40149440191,1,10219.2,-11400.59850559806,4445.950653847421,-15846.54915944548,780.0381763215778
41,1600891200000,2020-09-23 20:00:00,XMRUSDT,long,11612.991146907085,17.719880298880383,100212.392641309,0,10241.46,212.39264130902484,16058.941800754506,-15846.54915944548,797.7580566204582
42,1600891200000,2020-09-23 20:00:00,TRXUSDT,short,-4447.689955018977,17.719880298880383,95764.70268629002,-1,10241.46,-4235.2973137099525,16058.941800754506,-20294.239114464457,815.4779369193386
43,1600891200000,2020-09-23 20:00:00,LINKUSDT,short,-4447.689955018977,17.719880298880383,91317.01273127104,-1,10241.46,-8682.98726872893,16058.941800754506,-24741.929069483434,833.197817218219
44,1600891200000,2020-09-23 20:00:00,IOSTUSDT,short,-4447.689955018977,17.719880298880383,86869.32277625205,-1,10241.46,-13130.677223747907,16058.941800754506,-29189.61902450241,850.9176975170994
45,1602100800000,2020-10-07 20:00:00,XLMUSDT,long,2340.3519501581195,11.582576370166942,89209.67472641017,0,10666.39,-10790.325273589788,18399.293750912628,-29189.61902450241,862.5002738872664
46,1602100800000,2020-10-07 20:00:00,XMRUSDT,long,1306.1766356721323,11.582576370166942,90515.8513620823,0,10666.39,-9484.148637917655,19705.47038658476,-29189.61902450241,874.0828502574334
47,1602100800000,2020-10-07 20:00:00,XRPUSDT,long,390.26666414749366,11.582576370166942,90906.1180262298,0,10666.39,-9093.881973770161,20095.737050732252,-29189.61902450241,885.6654266276004
48,1602100800000,2020-10-07 20:00:00,IOSTUSDT,short,-4355.04871518277,11.582576370166942,86551.06931104703,-1,10666.39,-13448.930688952933,20095.737050732252,-33544.66773968518,897.2480029977673
49,1602100800000,2020-10-07 20:00:00,TRXUSDT,short,4331.883562442436,11.582576370166942,90882.95287348947,1,10666.39,-9117.047126510497,20095.737050732252,-29212.784177242745,908.8305793679343
50,1602100800000,2020-10-07 20:00:00,BATUSDT,short,4331.883562442436,11.582576370166942,95214.83643593191,1,10666.39,-4785.163564068061,20095.737050732252,-24880.90061480031,920.4131557381013
51,1603310400000,2020-10-21 20:00:00,BTCUSDT,long,5681.237787953419,19.042967287186382,100896.07422388533,0,12780.96,896.0742238853582,25776.97483868567,-24880.90061480031,939.4561230252876
52,1603310400000,2020-10-21 20:00:00,ZECUSDT,short,4741.69885450941,19.042967287186382,105637.77307839473,1,12780.96,5637.773078394768,25776.97483868567,-20139.2017602909,958.499090312474
53,1603310400000,2020-10-21 20:00:00,XLMUSDT,short,-4779.784789083782,19.042967287186382,100857.98828931095,-1,12780.96,857.9882893109861,25776.97483868567,-24918.986549374684,977.5420575996603
54,1603310400000,2020-10-21 20:00:00,XRPUSDT,short,4741.69885450941,19.042967287186382,105599.68714382035,1,12780.96,5599.687143820396,25776.97483868567,-20177.287694865274,996.5850248868467
55,1604520000000,2020-11-04 20:00:00,BTCUSDT,long,14057.770705273007,21.11993742876407,119657.45784909336,0,14144.01,19657.457849093404,39834.74554395868,-20177.287694865274,1017.7049623156107
56,1604520000000,2020-11-04 20:00:00,ZECUSDT,short,5258.864419762254,21.11993742876407,124916.32226885561,1,14144.01,24916.322268855656,39834.74554395868,-14918.42327510302,1038.8248997443748
57,1604520000000,2020-11-04 20:00:00,ATOMUSDT,short,5258.864419762254,21.11993742876407,130175.18668861786,1,14144.01,30175.186688617912,39834.74554395868,-9659.558855340765,1059.944837173139
58,1604520000000,2020-11-04 20:00:00,XLMUSDT,short,-5301.104294619783,21.11993742876407,124874.08239399808,-1,14144.01,24874.082393998127,39834.74554395868,-14960.663149960548,1081.064774601903
59,1605729600000,2020-11-18 20:00:00,LTCUSDT,long,12438.628450787008,24.974816478799617,137312.7108447851,0,17776.12,37312.710844785135,52273.373994745685,-14960.663149960548,1106.0395910807026
60,1605729600000,2020-11-18 20:00:00,XLMUSDT,short,-6268.678936178704,24.974816478799617,131044.03190860638,-1,17776.12,31044.03190860643,52273.373994745685,-21229.34208613925,1131.0144075595022
61,1605729600000,2020-11-18 20:00:00,ZECUSDT,short,-6268.678936178704,24.974816478799617,124775.35297242767,-1,17776.12,24775.352972427725,52273.373994745685,-27498.021022317957,1155.9892240383017
62,1605729600000,2020-11-18 20:00:00,ATOMUSDT,short,6218.729303221105,24.974816478799617,130994.08227564878,1,17776.12,30994.08227564883,52273.373994745685,-21279.29171909685,1180.9640405171012
63,1606939200000,2020-12-02 20:00:00,IOSTUSDT,long,857.4329469487387,20.959053164103807,131851.51522259752,0,19204.09,31851.51522259757,53130.80694169443,-21279.29171909685,1201.923093681205
64,1606939200000,2020-12-02 20:00:00,ETHUSDT,long,2228.8011125607454,20.959053164103807,134080.31633515828,0,19204.09,34080.31633515831,55359.60805425517,-21279.29171909685,1222.8821468453089
65,1606939200000,2020-12-02 20:00:00,XMRUSDT,short,-6570.663166946544,20.959053164103807,127509.65316821173,-1,19204.09,27509.65316821177,55359.60805425517,-27849.954886043393,1243.8412000094127
66,1606939200000,2020-12-02 20:00:00,ZECUSDT,short,6528.745060618336,20.959053164103807,134038.39822883008,1,19204.09,34038.398228830105,55359.60805425517,-21321.20982542506,1264.8002531735165
67,1606939200000,2020-12-02 20:00:00,ATOMUSDT,short,6528.745060618336,20.959053164103807,140567.1432894484,1,19204.09,40567.14328944844,55359.60805425517,-14792.464764806724,1285.7593063376203
68,1608148800000,2020-12-16 20:00:00,ADAUSDT,long,1498.1593297452707,18.742285771926454,142065.30261919368,0,21335.52,42065.30261919371,56857.76738400044,-14792.464764806724,1304.5015921095467
69,1608148800000,2020-12-16 20:00:00,ATOMUSDT,long,-674.960912744622,18.742285771926454,141390.34170644905,0,21335.52,41390.341706449086,56182.80647125582,-14792.464764806724,1323.243877881473
70,1608148800000,2020-12-16 20:00:00,BCHUSDT,long,3119.1716199574853,18.742285771926454,144509.51332640654,0,21335.52,44509.51332640657,59301.97809121331,-14792.464764806724,1341.9861636533994
71,1608148800000,2020-12-16 20:00:00,IOSTUSDT,short,-7047.099450244348,18.742285771926454,137462.4138761622,-1,21335.52,37462.41387616222,59301.97809121331,-21839.564215051072,1360.7284494253258
72,1608148800000,2020-12-16 20:00:00,TRXUSDT,short,-7047.099450244348,18.742285771926454,130415.31442591785,-1,21335.52,30415.314425917873,59301.97809121331,-28886.66366529542,1379.4707351972522
73,1608148800000,2020-12-16 20:00:00,ONTUSDT,short,-7047.099450244348,18.742285771926454,123368.2149756735,-1,21335.52,23368.214975673523,59301.97809121331,-35933.76311553977,1398.2130209691786
74,1609358400000,2020-12-30 20:00:00,BTCUSDT,long,17427.255141420836,24.673642995134703,140795.47011709434,0,28875.54,40795.47011709436,76729.23323263414,-35933.76311553977,1422.8866639643134
75,1609358400000,2020-12-30 20:00:00,XRPUSDT,short,-6193.08439177881,24.673642995134703,134602.38572531554,-1,28875.54,34602.38572531555,76729.23323263414,-42126.84750731858,1447.560306959448
76,1609358400000,2020-12-30 20:00:00,ZECUSDT,short,-6193.08439177881,24.673642995134703,128409.30133353673,-1,28875.54,28409.301333536743,76729.23323263414,-48319.931899097384,1472.2339499545828
77,1609358400000,2020-12-30 20:00:00,XLMUSDT,short,6143.737105788541,24.673642995134703,134553.03843932526,1,28875.54,34553.03843932528,76729.23323263414,-42176.194793308845,1496.9075929497176
78,1610568000000,2021-01-13 20:00:00,IOSTUSDT,long,6706.123435815972,21.528486150292043,141259.16187514123,1,37371.38,41259.16187514125,83435.35666845011,-42176.194793308845,1518.4360791000097
79,1610568000000,2021-01-13 20:00:00,IOTAUSDT,long,-679.9910087975879,21.528486150292043,140579.17086634363,0,37371.38,40579.170866343666,82755.36565965253,-42176.194793308845,1539.9645652503018
80,1610568000000,2021-01-13 20:00:00,ADAUSDT,long,922.9753361317796,21.528486150292043,141502.14620247541,0,37371.38,41502.146202475444,83678.34099578431,-42176.194793308845,1561.493051400594
81,1610568000000,2021-01-13 20:00:00,EOSUSDT,short,10069.949396799104,21.528486150292043,151572.09559927453,1,37371.38,51572.095599274544,83678.34099578431,-32106.24539650974,1583.021537550886
82,1610568000000,2021-01-13 20:00:00,LTCUSDT,short,10069.949396799104,21.528486150292043,161642.04499607364,1,37371.38,61642.044996073644,83678.34099578431,-22036.295999710637,1604.5500237011781
83,1611777600000,2021-01-27 20:00:00,XMRUSDT,long,16079.75248660124,25.862727199371783,177721.79748267488,0,30366.15,77721.79748267488,99758.09348238555,-22036.295999710637,1630.41275090055
84,1611777600000,2021-01-27 20:00:00,EOSUSDT,long,12097.290647506154,25.862727199371783,189819.08813018104,1,30366.15,89819.08813018104,111855.3841298917,-22036.295999710637,1656.2754780999219
85,1611777600000,2021-01-27 20:00:00,IOSTUSDT,short,8056.239522604311,25.862727199371783,197875.32765278534,1,30366.15,97875.32765278536,111855.3841298917,-13980.056477106325,1682.1382052992938
86,1611777600000,2021-01-27 20:00:00,ONTUSDT,short,8056.239522604311,25.862727199371783,205931.56717538965,1,30366.15,105931.56717538967,111855.3841298917,-5923.816954502015,1708.0009324986656
87,1611777600000,2021-01-27 20:00:00,DASHUSDT,short,8056.239522604311,25.862727199371783,213987.80669799395,1,30366.15,113987.80669799399,111855.3841298917,2132.4225681022963,1733.8636596980375
88,1612987200000,2021-02-10 20:00:00,IOSTUSDT,long,10670.858627339967,28.531707559732528,224658.66532533392,1,44807.58,124658.66532533396,122526.24275723167,2132.4225681022963,1762.39536725777
89,1612987200000,2021-02-10 20:00:00,IOTAUSDT,long,10670.858627339967,28.531707559732528,235329.5239526739,1,44807.58,135329.52395267392,133197.10138457164,2132.4225681022963,1790.9270748175024
90,1612987200000,2021-02-10 20:00:00,ADAUSDT,long,3413.124427031562,28.531707559732528,238742.64837970544,0,44807.58,138742.64837970547,136610.2258116032,2132.4225681022963,1819.458782377235
91,1612987200000,2021-02-10 20:00:00,XMRUSDT,short,10670.858627339967,28.531707559732528,249413.5070070454,1,44807.58,149413.50700704544,136610.2258116032,12803.281195442263,1847.9904899369674
92,1612987200000,2021-02-10 20:00:00,XLMUSDT,short,-10727.922042459431,28.531707559732528,238685.58496458599,-1,44807.58,138685.584964586,136610.2258116032,2075.359152982832,1876.5221974966998
93,1612987200000,2021-02-10 20:00:00,XTZUSDT,short,-10727.922042459431,28.531707559732528,227957.66292212656,-1,44807.58,127957.66292212659,136610.2258116032,-8652.5628894766,1905.0539050564323
94,1614196800000,2021-02-24 20:00:00,IOSTUSDT,long,-8328.906043313858,36.473226067540246,219628.7568788127,0,49676.2,119628.75687881274,128281.31976828934,-8652.5628894766,1941.5271311239726
95,1614196800000,2021-02-24 20:00:00,ADAUSDT,long,4578.489899607122,36.473226067540246,224207.24677841982,0,49676.2,124207.24677841987,132859.80966789645,-8652.5628894766,1978.0003571915129
96,1614196800000,2021-02-24 20:00:00,XMRUSDT,short,-11434.35637217387,36.473226067540246,212772.89040624595,-1,49676.2,112772.89040624599,132859.80966789645,-20086.91926165047,2014.4735832590532
97,1614196800000,2021-02-24 20:00:00,EOSUSDT,short,-11434.35637217387,36.473226067540246,201338.53403407207,-1,49676.2,101338.53403407212,132859.80966789645,-31521.27563382434,2050.946809326593
98,1614196800000,2021-02-24 20:00:00,XLMUSDT,short,11361.409920038788,36.473226067540246,212699.94395411087,1,49676.2,112699.9439541109,132859.80966789645,-20159.865713785555,2087.4200353941333
99,1615406400000,2021-03-10 20:00:00,EOSUSDT,long,-4120.3200256955,34.031991032657736,208579.62392841539,0,55851.59,108579.6239284154,128739.48964220095,-20159.865713785555,2121.452026426791
100,1615406400000,2021-03-10 20:00:00,XTZUSDT,long,-3760.891558147711,34.031991032657736,204818.73237026768,0,55851.59,104818.7323702677,124978.59808405324,-20159.865713785555,2155.4840174594483
101,1615406400000,2021-03-10 20:00:00,IOSTUSDT,short,-10669.029188738203,34.031991032657736,194149.70318152948,-1,55851.59,94149.70318152949,124978.59808405324,-30828.89490252376,2189.516008492106
102,1615406400000,2021-03-10 20:00:00,IOTAUSDT,short,10600.965206672887,34.031991032657736,204750.66838820235,1,55851.59,104750.66838820238,124978.59808405324,-20227.92969585087,2223.5479995247633
103,1615406400000,2021-03-10 20:00:00,LINKUSDT,short,10600.965206672887,34.031991032657736,215351.63359487522,1,55851.59,115351.63359487527,124978.59808405324,-9626.964489177984,2257.579990557421
104,1616616000000,2021-03-24 20:00:00,XMRUSDT,long,7898.99896441587,28.713551145983367,223250.6325592911,0,52303.65,123250.63255929115,132877.59704846912,-9626.964489177984,2286.293541703404
105,1616616000000,2021-03-24 20:00:00,XRPUSDT,long,10738.86812859778,28.713551145983367,233989.50068788888,1,52303.65,133989.50068788894,143616.46517706692,-9626.964489177984,2315.0070928493874
106,1616616000000,2021-03-24 20:00:00,EOSUSDT,long,10738.86812859778,28.713551145983367,244728.36881648668,1,52303.65,144728.36881648673,154355.3333056647,-9626.964489177984,2343.7206439953707
107,1616616000000,2021-03-24 20:00:00,DASHUSDT,short,-10796.295230889747,28.713551145983367,233932.07358559693,-1,52303.65,133932.07358559698,154355.3333056647,-20423.259720067734,2372.434195141354
108,1616616000000,2021-03-24 20:00:00,LINKUSDT,short,10738.86812859778,28.713551145983367,244670.94171419472,1,52303.65,144670.94171419478,154355.3333056647,-9684.391591469954,2401.147746287337
109,1616616000000,2021-03-24 20:00:00,ZECUSDT,short,10738.86812859778,28.713551145983367,255409.8098427925,1,52303.65,155409.80984279257,154355.3333056647,1054.4765371278263,2429.8612974333205
110,1617825600000,2021-04-07 20:00:00,EOSUSDT,long,2333.4944327613084,51.0819619685585,257743.30427555382,0,55953.45,157743.30427555388,156688.827738426,1054.4765371278263,2480.943259401879
